Company,Title,Description,Published Date
AMBUJA CEMENTS LTD,Volumes jump at Aditya Birla Sun Life AMC Ltd counter,"Aditya Birla Sun Life AMC Ltd witnessed volume of 68.07 lakh shares by 14:14 IST on NSE, a 23.71 times surge over two-week average daily volume of 2.87 lakh shares",2024-10-16
AMBUJA CEMENTS LTD,"Stock market highlights: Sensex, Nifty rally to close firm; Sensex settles nearly 600 points higher at 81,973","Sensex, Nifty, Share Prices: The Indian stock markets closed higher on Monday, buoyed by strong performances in the IT and banking sectors. The benchmark BSE Sensex surged 591.69 points or 0.73 per cent to close at 81,973.05, while the broader NSE Nifty 50 in…",2024-10-14
AMBUJA CEMENTS LTD,Ratan Tata's transformational journey in Indian industry and global reach,"His father, Naval Tata had been adopted by Ratanji Tata, the son of Jamsetji Tata, founder of the Tata Group",2024-10-10
AMBUJA CEMENTS LTD,Major cement firms compete to acquire HeidelbergCement India's stake,"The German building materials company Heidelberg Materials AG holds a 69.39 per cent stake in its Indian subsidiary, which, at current market rates, is valued at approximately Rs 3,437 crore",2024-10-08
AMBUJA CEMENTS LTD,"Two years since Adani bought Ambuja and ACC, is a merger on cards?",The merger may create a Rs2 trillion cement behemoth and smoothen Adani Group's processes to help it grow faster to compete against Aditya Birla Group's UltraTech Cement Ltd. as the group aspires to achieve the top spot in the cement industry,2024-10-08
AMBUJA CEMENTS LTD,Heidelberg Cement India stock hits 52-week high amid Adani Group buyout talks,"HeidelbergCement shares jumped 18% to a new 52-week high of Rs 257.85 on the BSE following reports that the Adani Group is in talks to acquire its Indian cement operations. The buyout, led by Ambuja Cements, is estimated to be valued at around $1.2 billion (R…",2024-10-07
AMBUJA CEMENTS LTD,"Share Market Highlights: Sensex drops 638 points; Nifty ends below 24,800 as most sectors slide","Sensex, Nifty updates on 07 October 2024: Equity benchmark indices, Sensex and Nifty, extended their losing streak to a sixth consecutive session on Monday, weighed down by heavy selling in bellwether stocks like HDFC Bank and Reliance Industries. This declin…",2024-10-07
AMBUJA CEMENTS LTD,Adani Takeover of MCC School: Will Catholic-Run Healthcare Institutions be Next?,"Verghese V Joseph – The recent takeover of Mount Carmel Convent School in Ghugus, Chandrapur district in Maharashtra, by the Adani Foundation has sparked a
The post Adani Takeover of MCC School: Will Catholic-Run Healthcare Institutions be Next? appeared firs…",2024-10-06
AMBUJA CEMENTS LTD,"Stock market highlights: Sensex, Nifty tank 2% as geopolitical tensions hit markets","Sensex, Nifty, Share Prices : The Indian stock markets witnessed a sharp decline on Thursday, October 3, 2024, as global uncertainties and heightened volatility led to a significant sell-off. The BSE Sensex plummeted 1,769.19 points or 2.10 per cent to close …",2024-10-03
AMBUJA CEMENTS LTD,"Cement Market Global Forecast 2024-2030, Featuring Cemex, Ambuja Cements, Cimpor, CRH, Holcim, Taiheiyo Cement and Tokuyama","Dublin, Oct. 02, 2024 (GLOBE NEWSWIRE) -- The ""Cement Market by Product (Colored Portland Cement, Hydrophobic Cement, Low Heat Portland Cement), Application (Commercial Construction, Industrial Construction, Infrastructure Construction), End User, Distributio…",2024-10-02
AMBUJA CEMENTS LTD,3 Adani firms join WEF initiative to play role in global decarbonisation,"Three Adani group firms -- Adani New Industries Ltd, Adani Ports and Special Economic Zone Ltd (APSEZ) and Ambuja Cements Ltd -- have joined the World Economic Forum's 'Transitioning Industrial Clusters' initiative, forming the Adani Mundra Cluster.
This init…",2024-09-30
AMBUJA CEMENTS LTD,3 Adani Group Firms Join World Economic Forum Initiative On Decarbonisation,"Three Adani portfolio companies - Adani Enterprises Ltd (AEL), Adani Ports and Special Economic Zone Ltd (APSEZ) and Ambuja Cements Ltd - have joined the World Economic Forum's 'Transitioning Industrial Clusters' initiative.",2024-09-30
AMBUJA CEMENTS LTD,Three Adani portfolio companies join WEF's ‘Transitioning Industrial Clusters’ initiative,"Three Adani companies have joined the World Economic Forum’s ‘Transitioning Industrial Clusters’ initiative to form the Adani Mundra Cluster. The initiative aims to drive economic growth, create jobs, and achieve decarbonisation by 2050. Mundra will become a …",2024-09-30
APOLLO HOSPITALS ENTER. L,"Stock Market Highlights: Sensex, Nifty settle lower on FII selling; Bajaj Auto plummets 13%; Hyundai IPO sails through","Sensex, Nifty, Share Prices LIVE: Indian equity benchmarks witnessed a sharp sell-off on Thursday, with the Sensex plunging nearly 500 points and Nifty falling below the 24,750 mark, primarily dragged down by auto stocks, following Bajaj Auto’s weak festival …",2024-10-17
APOLLO HOSPITALS ENTER. L,"Share Market Highlights: Sensex, Nifty edge up on Asian market gains and US rate cut hopes","Sensex, Nifty updates on 10 October 2024: The BSE Sensex index rose by 0.1% to 81,545, and the wider NSE index also increased by 0.1% reaching 25,004. This uptick was influenced by positive movements in Asian stock markets and the anticipation of further inte…",2024-10-10
APOLLO HOSPITALS ENTER. L,"Stock market highlights: Sensex, Nifty tank 2% as geopolitical tensions hit markets","Sensex, Nifty, Share Prices : The Indian stock markets witnessed a sharp decline on Thursday, October 3, 2024, as global uncertainties and heightened volatility led to a significant sell-off. The BSE Sensex plummeted 1,769.19 points or 2.10 per cent to close …",2024-10-03
APOLLO TYRES LTD,"SemiCab Wins Contract with Apollo Tyres, $3 Billion Global Tire Manufacturer, for New Indian Commercial Pilot","Apollo Tyres, Ltd Awards SemiCab Scalable Pilot Contract for Transportation Services in India   Fort Lauderdale, FL, Oct.  17, 2024  (GLOBE NEWSWIRE)...",2024-10-17
APOLLO TYRES LTD,Auto shares slide,"Auto  stocks were trading with losses, with the BSE Auto index falling 762.63 points or 1.28% at 58642.31 at 13:47 IST.",2024-10-16
APOLLO TYRES LTD,"National Water Awards: Odisha wins top spot for water conservation efforts, UP bags 2nd prize","Odisha has been recognised as the top winner in the 5th National Water Awards 2023, followed by Uttar Pradesh. Notable achievements include impressive water conservation, rainwater harvesting, and wastewater treatment initiatives across various states, with t…",2024-10-14
APOLLO TYRES LTD,Gary Neville To Visit India To Support Grassroots Football Programme,Former Manchester United superstar Gary Neville will be present in India to support the grassroots football programme and motivate the young kids playing football in the country.,2024-10-11
APOLLO TYRES LTD,"India $29 Bn Tyre Industry Research to 2030: Robust Growth Across Passenger Cars, Commercial Vehicles, and Two-Wheelers","Dublin, Oct. 10, 2024 (GLOBE NEWSWIRE) -- The ""India Tyre Market, By Region, Competition, Forecast and Opportunities 2020-2030F"" report has been added to ResearchAndMarkets.com's offering.The India Tyre Market was valued at USD 12.84 billion in 2024, and is e…",2024-10-10
APOLLO TYRES LTD,"South East Asia $19.45 Bn Tire Market Trends, Competitive Landscape, Forecasts and Opportunities, 2029F: Digitalization and Online Tire Sales and Growing Demand for All-Season Tires Influencing Growth","Dublin, Oct. 09, 2024 (GLOBE NEWSWIRE) -- The ""South East Asia Tire Market, By Country, Competition, Forecast and Opportunities, 2019-2029F"" report has been added to ResearchAndMarkets.com's offering.The South East Asia Tire Market was valued at USD 13.45 bil…",2024-10-09
APOLLO TYRES LTD,"Share Market Highlights: Sensex drops 638 points; Nifty ends below 24,800 as most sectors slide","Sensex, Nifty updates on 07 October 2024: Equity benchmark indices, Sensex and Nifty, extended their losing streak to a sixth consecutive session on Monday, weighed down by heavy selling in bellwether stocks like HDFC Bank and Reliance Industries. This declin…",2024-10-07
APOLLO TYRES LTD,Auto stocks edge lower,"Auto  stocks were trading in red, with the BSE Auto index decreasing  888.82 points or 1.5% at 58544.5 at 13:47 IST.",2024-10-04
APOLLO TYRES LTD,Auto stocks slide,"Auto  stocks were trading with losses, with the BSE Auto index decreasing  1698.06 points or 2.77% at 59537.28 at 13:47 IST.",2024-10-03
APOLLO TYRES LTD,Auto stocks slide,"Auto  stocks were trading with losses, with the BSE Auto index decreasing  997.18 points or 1.6% at 61240.2 at 13:47 IST.",2024-09-30
ASHOK LEYLAND LTD,"Share Market Highlights October 24, 2024: Sensex, Nifty end flat with negative bias; Nifty FMCG dips nearly 3%","Sensex, Nifty updates on October 24, 2024: Stock markets closed marginally lower on Thursday, taking their downtrend to the fourth day running as unabated foreign fund outflows and disappointing earnings from Hindustan Unilever dented investor sentiment. In a…",2024-10-24
ASHOK LEYLAND LTD,"Tamil Nadu mega job fair on Oct 19: From Ashok Leyland, Delta Electronics to TVS – list of participating companies",The Tamil Nadu job fair in Krishnanagri on October 19 will feature 40 employers. Registration runs until 7:00 am on the event day on the NCS portal.,2024-10-18
ASHOK LEYLAND LTD,Ashok Leyland shares fall 0.21% as Nifty gains,"A total of 115,502 shares changed hands on the counter till time (IST).",2024-10-14
ASHOK LEYLAND LTD,"Share Market Highlights: Markets bounce back: Sensex closes at 81,634, Nifty crosses 25,000","Sensex, Nifty updates on 08 October 2024:: Equity benchmark indices Sensex and Nifty rebounded on Tuesday after a six-day losing streak, driven by gains in heavyweights like HDFC Bank, Reliance Industries, and Mahindra & Mahindra. The BSE Sensex surged 584.81…",2024-10-08
ASHOK LEYLAND LTD,"Specialty Vehicle Market Research 2024: Fire, Garbage, Vacuum, Fuel Carrying Tankers, Street Sweepers, Ambulance & Recreational Vehicles - Global Forecast to 2030","Dublin, Oct. 07, 2024 (GLOBE NEWSWIRE) -- The ""Specialty Vehicle Market by Type (Fire, Garbage, Vacuum, Fuel Carrying Tankers, Street Sweepers, Ambulance & Recreational Vehicles), Application, Propulsion (ICE & EV), Battery Chemistry, End-Use Industry and Reg…",2024-10-07
ASHOK LEYLAND LTD,"Q2 results 2024 preview: Two-wheelers, tractors to drive auto sector earnings growth. Check top 5 auto stocks to buy","Q2 results 2024 preview: Auto sector revenue and EBITDA are expected to grow by approximately 2% and 4% YoY during the quarter, respectively, while Profit After Tax (PAT) is likely to remain flat.",2024-10-07
ASHOK LEYLAND LTD,"Share Market Highlights: Sensex drops 638 points; Nifty ends below 24,800 as most sectors slide","Sensex, Nifty updates on 07 October 2024: Equity benchmark indices, Sensex and Nifty, extended their losing streak to a sixth consecutive session on Monday, weighed down by heavy selling in bellwether stocks like HDFC Bank and Reliance Industries. This declin…",2024-10-07
ASHOK LEYLAND LTD,Auto stocks edge lower,"Auto  stocks were trading in red, with the BSE Auto index decreasing  888.82 points or 1.5% at 58544.5 at 13:47 IST.",2024-10-04
ASHOK LEYLAND LTD,Auto stocks slide,"Auto  stocks were trading with losses, with the BSE Auto index decreasing  1698.06 points or 2.77% at 59537.28 at 13:47 IST.",2024-10-03
ASHOK LEYLAND LTD,"Stock Market Highlights: Sensex, Nifty close flat; Tech Mahindra top gainer on Sensex","Sensex, Nifty, Share Prices: The Indian stock markets closed little changed on Tuesday. Sensex closed at 84,266.29, down by 33.49 points or 0.04 per cent, and Nifty 50 at 25,796.90, slipped by 13.95 points or 0.05 per cent.
Subdued global markets and foreign …",2024-10-01
ASHOK LEYLAND LTD,"Stock Market Highlights September 30, 2024: Sensex closes 1.5% lower amid global uncertainty and profit-taking","Sensex, Nifty, Share Prices: The Indian stock market witnessed a sharp sell-off on Monday, with the BSE Sensex plummeting 1,272.07 points or 1.49 per cent to close at 84,299.78, while the Nifty 50 tumbled 368.10 points or 1.41 per cent to 25,810.85. The decli…",2024-09-30
ASIAN PAINTS LIMITED,"ITC lifts Sensex 100 points higher, Nifty tops 24,400","Indian indices Sensex and Nifty50 opened slightly higher after a four-day decline, with IndusInd Bank limiting gains by opening 10% lower.",2024-10-25
ASIAN PAINTS LIMITED,"Share Market Highlights October 25, 2024: Sensex plunges 663 pts, Nifty settles below 24,200; Indusind Bank sinks 19%","Sensex, Nifty updates on October 25, 2024: Declining for the fifth straight session, equity benchmark Sensex on Friday plunged about 660 points to crash below the 80,000 level due to widespread selling pressure tracking massive foreign capital outflows and mu…",2024-10-25
ASIAN PAINTS LIMITED,Nanlite PavoSlim 240CL Review,"Nanlite’s PavoSlim panel lights are a hybrid mix of a flexible panel light and a traditional panel light. They utilize a lightweight hard backing material that is very thin, but robust. The latest addition to the series is the PavoSlim 240CL. The 240CL is a s…",2024-10-25
ASIAN PAINTS LIMITED,"Share Market Highlights October 24, 2024: Sensex, Nifty end flat with negative bias; Nifty FMCG dips nearly 3%","Sensex, Nifty updates on October 24, 2024: Stock markets closed marginally lower on Thursday, taking their downtrend to the fourth day running as unabated foreign fund outflows and disappointing earnings from Hindustan Unilever dented investor sentiment. In a…",2024-10-24
ASIAN PAINTS LIMITED,"Share Market Highlights October 23, 2024: Sensex, Nifty end in red; Bajaj Finance gains nearly 5%","Sensex, Nifty updates on October 23, 2024: Indian equity indices ended lower on Wednesday. The Sensex fell 138.74 points to 80,081.98, while the Nifty dropped 36.60 points to 24,435.50. IT stocks gained over 2 per cent, while capital goods, power, and pharma …",2024-10-23
ASIAN PAINTS LIMITED,The Mind-Body Split in Kibong Rhee’s Paintings,"Rhee's paintings change from pictorial presentations of a lush, dreamy world to a tangled web of different viscosities when we approach the surface.",2024-10-22
ASIAN PAINTS LIMITED,Global Oleochemicals Market to Reach Valuation of US$ 67.64 Billion by 2032 | Astute Analytica,"Oleochemicals market is experiencing significant demand growth across pharmaceuticals, agriculture, and electronics, driven by technological advancements and sustainability needs. However, challenges like production capacity limitations and supply chain vulne…",2024-10-22
ASIAN PAINTS LIMITED,Portugal’s Immigration Overhaul Hits South Asian Workers Hard,"The possibility of a life-changing ""raspberry passport"" through agricultural work is fading for many South Asian workers, forcing already vulnerable people into even more precarious and often exploitative situations.",2024-10-22
ASIAN PAINTS LIMITED,"Share market highlights: Sensex, Nifty drops over 1% amid foreign fund exodus; Hyundai shares fall 4.6%","Sensex, Nifty updates on 22 October 2024: Equity benchmark indices Sensex and Nifty fell over 1% on Tuesday due to a widespread sell-off driven by massive foreign fund outflows and sluggish global markets. The BSE Sensex dropped 930.55 points, or 1.15%, to cl…",2024-10-22
ASIAN PAINTS LIMITED,"Share Market Highlights October 21, 2024: Sensex closes at 81,151; Nifty falls 73 points amid record FII outflows","Sensex, Nifty updates on October 21, 2024: Equity benchmark indices Sensex and Nifty gave up initial gains and ended lower on Monday tracking a sharp fall in Kotak Mahindra Bank and relentless foreign fund outflows. The 30-share Sensex declined 73.48 points o…",2024-10-21
ASIAN PAINTS LIMITED,"Stock market highlights: Sensex, Nifty close firmer, lifted by banking, metal stocks","Sensex, Nifty, Share Prices: The Indian benchmark indices ended higher on Friday, breaking a three-day losing streak, as strong buying in banking and financial stocks offset losses in the IT sector. The BSE Sensex closed 218.14 points or 0.27 per cent higher …",2024-10-18
ASIAN PAINTS LIMITED,Q3 2024 Production Report,Kenmare Resources plc(“Kenmare” or “the Company” or “the Group”)      17 October 2024      Q3 2024 Production Report      Kenmare Resources plc...,2024-10-17
ASIAN PAINTS LIMITED,"Stock Market Highlights: Sensex, Nifty settle lower on FII selling; Bajaj Auto plummets 13%; Hyundai IPO sails through","Sensex, Nifty, Share Prices LIVE: Indian equity benchmarks witnessed a sharp sell-off on Thursday, with the Sensex plunging nearly 500 points and Nifty falling below the 24,750 mark, primarily dragged down by auto stocks, following Bajaj Auto’s weak festival …",2024-10-17
ASIAN PAINTS LIMITED,"Share Market Highlights October 16, 2024: Stock markets close lower for second day amid foreign fund outflows","Sensex, Nifty updates on October 16, 2024: Benchmark Sensex declined by 318 points on Wednesday due to selling in IT and auto shares amid unabated foreign fund outflows and weak trends in global markets.
Falling for the second day, the BSE Sensex declined by …",2024-10-16
ASIAN PAINTS LIMITED,"Stock Market Highlights: Sensex, Nifty settle marginally lower; Sensex closes 152 points down at 81,820","Sensex, Nifty, Share Prices: Indian stock markets ended lower on Tuesday, October 15, 2024, as concerns over global economic uncertainty and the ongoing West Asia conflict weighed on investor sentiment. The benchmark Sensex closed at 81,820.12, down 152.93 po…",2024-10-15
ASIAN PAINTS LIMITED,[Removed],[Removed],2024-10-11
ASIAN PAINTS LIMITED,The life-changing magic of Japanese clutter,"Article URL: https://aeon.co/essays/the-life-changing-magic-of-japanese-clutter
Comments URL: https://news.ycombinator.com/item?id=41811309
Points: 5
# Comments: 0",2024-10-11
ASIAN PAINTS LIMITED,김건희 게이트(2024 Election) 191,"✍️ ""Today, Israel has nuclear weapons, and Iran does not. This is the moment for the West to act boldly, not dither,"" writes @HamishDBG.Read more here ⤵️https://t.co/IBdrvvkn1u pic.twitter.com/scICkqcbuK— The Telegraph (@Telegraph) October 4, 2024 ""Harris is …",2024-10-11
ASIAN PAINTS LIMITED,"Share Market Highlights: Sensex falls 230 points, Nifty slips amid foreign outflows and geopolitical tensions","Sensex, Nifty updates on 11 October 2024: The Sensex fell 230.05 points, or 0.28%, closing at 81,381.36, while the Nifty 50 ended down 34.20 points, or 0.14%, at 24,964.25. The market was weighed down by foreign outflows, concerns over moderating earnings, ge…",2024-10-11
ASIAN PAINTS LIMITED,"Share Market Highlights: Sensex, Nifty edge up on Asian market gains and US rate cut hopes","Sensex, Nifty updates on 10 October 2024: The BSE Sensex index rose by 0.1% to 81,545, and the wider NSE index also increased by 0.1% reaching 25,004. This uptick was influenced by positive movements in Asian stock markets and the anticipation of further inte…",2024-10-10
ASIAN PAINTS LIMITED,"EV Battery Swapping Market Poised to Reach Skyrocketing Valuation of US$ 1,368.32 Million By 2032 | Astute Analytica","Electric vehicle battery swapping market offers significant growth potential, driven by technological advancements, strategic partnerships, and supportive government policies, promising enhanced convenience and efficiency for electric vehicle users globally. …",2024-10-09
ASIAN PAINTS LIMITED,"Closing Bell: Sensex falls by 0.21%, Nifty closes at 24,981.95","Sensex, Nifty, Share Prices LIVE: Indian stock markets extended their gains on Wednesday afternoon, buoyed by the Reserve Bank of India’s (RBI) decision to maintain the repo rate at 6.5 per cent and shift to a neutral stance. 
BSE Sensex closed at 81,467.10, …",2024-10-09
ASIAN PAINTS LIMITED,"Share Market Highlights 9th October 2024: Sensex closes at 81,634.81, Nifty closes at 25,013. Top gainers Tata Motors, Tech Mahindra","Sensex, Nifty, Share Prices Highlights: Indian stock markets extended their gains on Wednesday afternoon, buoyed by the Reserve Bank of India’s (RBI) decision to maintain the repo rate at 6.5% and shift to a neutral stance. 
On Tuesday, the 30-share BSE Sense…",2024-10-09
ASIAN PAINTS LIMITED,The Mystical Significance of Lotus Flowers,"The lotus flower emerges from gloomy waters, its petals untouched by the mud below. This stunning transformation has intrigued people for centuries, making the lotus flower a subject of wonder and reverence. The lotus is special in our hearts and minds, from …",2024-10-08
ASIAN PAINTS LIMITED,"Share Market Highlights: Markets bounce back: Sensex closes at 81,634, Nifty crosses 25,000","Sensex, Nifty updates on 08 October 2024:: Equity benchmark indices Sensex and Nifty rebounded on Tuesday after a six-day losing streak, driven by gains in heavyweights like HDFC Bank, Reliance Industries, and Mahindra & Mahindra. The BSE Sensex surged 584.81…",2024-10-08
ASIAN PAINTS LIMITED,Residence 91 / Charged Voids,"Patterned brick walls create an inward-looking oasis for a multigenerational family at this Chandigarh residence. Located in Chandigarh, on a site facing a busy sector road on one side and an arterial road on another, Residence 91 by Charged Voids houses a ni…",2024-10-08
ASIAN PAINTS LIMITED,"Wood Coatings Market Size Projected to Surge to USD 30.1 Billion by 2034, Growing at an 8.5% CAGR: Transparency Market Research","With the rise of technologies and remodeling and renovation activities, wood coating demand is expected to rise significantly. With the rise of technologies and remodeling and renovation activities, wood coating demand is expected to rise significantly.",2024-10-07
ASIAN PAINTS LIMITED,A Growth Mindset Scale for Young Children (GM-C): Development and validation among children from the United States and South Africa,"Beliefs about the malleability of intellectual ability—mindsets—shape achievement. Recent evidence suggests that even young children hold such mindsets; yet, no reliable and valid instruments exist for measuring individual differences in young children’s mind…",2024-10-07
ASIAN PAINTS LIMITED,Aputure STORM 1200x Review,Aputure recently announced its new STORM 1200x. It is being billed as a workhorse light for any production. What is interesting is that the STORM 1200x utilizes a brand new light engine which Aputure is calling BLAIR. BLAIR stands for Blue/Lime/Amber/Indigo/R…,2024-10-07
ASIAN PAINTS LIMITED,Stock Market highlights: Sensex tanks 808 points amid sell-off as geopolitical tensions rise,"Sensex, Nifty, Share Prices: In a volatile trading session, Indian equity markets witnessed a sharp decline on Friday, with the benchmark indices closing significantly lower. The BSE Sensex plummeted 808.65 points or 0.98 per cent to end at 81,688.45, while t…",2024-10-04
ASIAN PAINTS LIMITED,The Biggest Book-to-Screen Adaptations of 2024,"With the advent of streaming services like Netflix, Hulu, Amazon Prime, and Apple TV+ we’re currently experiencing a kind of Golden Age for book-to-screen adaptations. Television and film have long looked to the book world for source material, but in recent y…",2024-10-03
ASIAN PAINTS LIMITED,Iran-Israel war: 14 Indian-listed companies with an Israeli connection,"As tensions in the Middle East escalated with Iran firing more than 180 missiles into Israel, the repercussions were felt on Dalal Street, with the Sensex dropping over 1,300 points. Investors expressed concerns about the potential impact of the conflict on c…",2024-10-03
ASIAN PAINTS LIMITED,"Stock market highlights: Sensex, Nifty tank 2% as geopolitical tensions hit markets","Sensex, Nifty, Share Prices : The Indian stock markets witnessed a sharp decline on Thursday, October 3, 2024, as global uncertainties and heightened volatility led to a significant sell-off. The BSE Sensex plummeted 1,769.19 points or 2.10 per cent to close …",2024-10-03
ASIAN PAINTS LIMITED,Peak XV downsizes fund; Paytm’s employee costs go up,"Happy Wednesday! Peak XV Partners, formerly Sequoia Capital India, is cutting down the size of its 2022 fund by 16%. This and more in today’s ETtech Morning Dispatch.",2024-10-02
ASIAN PAINTS LIMITED,Peak XV downsizes its $2.85 billion fund by 16% a year after Sequoia US-India split,"Venture capital firm Peak XV Partners, formerly Sequoia Capital India, has pared the size of its $2.85 billion fund by 16% more than a year after it split from Silicon Valley-based investor Sequoia Capital. Peak XV’s eighth India and Southeast Asia-dedicated …",2024-10-02
ASIAN PAINTS LIMITED,Tech stocks rally as Nifty edges lower in choppy trade,"The benchmark Nifty 50 index closed at 25,796.90, down 13.95 points or 0.05 per cent, while the BSE Sensex settled at 84,266.29, shedding 33.49 points or 0.04 per cent",2024-10-01
ASIAN PAINTS LIMITED,Self-contained Breathing Apparatus Market is Expected to Reach US$ 2.28 Billion at a CAGR of 6% by 2034 | Fact.MR Report,SCBA Becoming Very Helpful to Company Workers as it Helps in Industrial Cleaning and Maintenance SCBA Becoming Very Helpful to Company Workers as it Helps in Industrial Cleaning and Maintenance,2024-10-01
ASIAN PAINTS LIMITED,"Stock Market Highlights: Sensex, Nifty close flat; Tech Mahindra top gainer on Sensex","Sensex, Nifty, Share Prices: The Indian stock markets closed little changed on Tuesday. Sensex closed at 84,266.29, down by 33.49 points or 0.04 per cent, and Nifty 50 at 25,796.90, slipped by 13.95 points or 0.05 per cent.
Subdued global markets and foreign …",2024-10-01
ASIAN PAINTS LIMITED,Interarch Building Products acquires land in Gujarat to set up new manufacturing unit,"Interarch has successfully executed several large projects in Gujarat for customers like Asian Paints, Timken, Micron (through Tata Projects Limited), Asahi Glass, MG Motors, and many more.",2024-09-30
ASIAN PAINTS LIMITED,"Stock Market Highlights September 30, 2024: Sensex closes 1.5% lower amid global uncertainty and profit-taking","Sensex, Nifty, Share Prices: The Indian stock market witnessed a sharp sell-off on Monday, with the BSE Sensex plummeting 1,272.07 points or 1.49 per cent to close at 84,299.78, while the Nifty 50 tumbled 368.10 points or 1.41 per cent to 25,810.85. The decli…",2024-09-30
